DescAlmacenStock;Proveedor;DMarca;DFamil_N1;DFamil_N2;DFamil_N3;DFamil_N4;DFamil_N5;LVenta;Codigo_Anterior;Cod.Artículo;Artículo;RefProv;PendRecibir;Stock;StockDisp;PendServir;PRec+Stock+Disp+PServ;SumaStocks0;PrecioAdq_Artic;PrecioInvent;PVP_artic;Oferta_Compra;Oferta_Venta;PVPanterior;%MB-Stock;%MB-Stock-Oferta;UltFechaAlbCompra;UltFechaAlbVenta;ArticActivo;Obsoleto;Comprar_Stock;Comprar_Cliente;Clasificación;Ean13;Fijo_Vendedor;Val Stock x PrecioAdq_Artic;Val Stock x PrecioInvent;Val Stock x PVP_Artic
ALMACEN REPARACIONES;COMERCIANTES ELECTROD.CORDOBESES SA;INFINITON;00002 - Electrodomesticos;00006 - Gran Electrodoméstico;00002 - Frio;00001 - Frigorificos; -;Gran Electrodoméstico;;01415001010218;"FIRGORIFICO 2 PUERTAS BLANCO 160X54,5X52,5CM, CLASE E CAPACIDAD TOTAL 239 LITROS FG239D16WEV1 INFINITON";FG239D16WEV1;0;0;-1;0;-1;No;"166,25";"171,72";"326,02";;299;329;"0,36267345561622";"0,305079598662207";04/02/2026;07/02/2026;S;N;S;S;COLECCION;8445639003046;;0;0;0
ALMACEN REPARACIONES;COMERCIANTES ELECTROD.CORDOBESES SA;INFINITON;00002 - Electrodomesticos;00006 - Gran Electrodoméstico;00002 - Frio;00001 - Frigorificos; -;Gran Electrodoméstico;;01415001011303;"FRIGORIFICO INFINITON 2 PUERTAS 160 X 54,5 X 52,5 CM CLASE-E INOX 239 L FG239D16XEV2";FG239D16XEV2;0;1;1;0;2;No;195;195;"304,59";;;;"0,225352112676056";"0,225352112676056";05/01/2026;19/12/2025;S;N;S;S;VENDER;8445639003404;;195;195;"304,59"
ALMACEN REPARACIONES;COMERCIANTES ELECTROD.CORDOBESES SA;INFINITON;00002 - Electrodomesticos;00006 - Gran Electrodoméstico;00002 - Frio;00001 - Frigorificos; -;Gran Electrodoméstico;;01415001012926;FRIGORIFICO INFINITON 1 P. CLASE-E NF 185X59.5X66 CM NEGRO (CONJUNTO CON CV19DST) CL18BSTL;CL18BSTL;0;0;-1;0;-1;No;110;389;"166,44";;;;"-1,82798606104302";"-1,82798606104302";02/12/2025;11/12/2025;S;N;S;S;VENDER;;;0;0;0
ALMACEN REPARACIONES;COMERCIANTES ELECTROD.CORDOBESES SA;INFINITON;00002 - Electrodomesticos;00006 - Gran Electrodoméstico;00002 - Frio;00001 - Frigorificos;00001 - Frigos 2p w;Gran Electrodoméstico;;01415001010209;"FRIGORIFICO 2 PUERTAS 174,5X59,5X55,5 CM CLASE E FG300D75WEJ INFINITON";FG300D75WEJ;0;0;-1;0;-1;No;210;210;329;;;;"0,227659574468085";"0,227659574468085";12/01/2026;13/01/2026;S;N;S;S;VENDER;8445639000595;;0;0;0
ALMACEN REPARACIONES;COMERCIANTES ELECTROD.CORDOBESES SA;INFINITON;00002 - Electrodomesticos;00006 - Gran Electrodoméstico;00002 - Frio;00001 - Frigorificos;00005 - Americano w;Gran Electrodoméstico;;01415001010299;"FRIGO AMERICANO BLANCO INFINITON 177,5*83*58 INVERTER CLASE E 410 LITRO SBS-456A78WEG INFINITON";SBS456A78WEG;0;1;1;0;2;No;349;349;"650,18";;599;650;"0,350502937648036";"0,295008347245409";06/02/2026;27/01/2026;S;N;S;S;COLECCION;8445639004692;;349;349;"650,18"
ALMACEN REPARACIONES;COMERCIANTES ELECTROD.CORDOBESES SA;INFINITON;00002 - Electrodomesticos;00006 - Gran Electrodoméstico;00002 - Frio;00002 - Congeladores; -;Gran Electrodoméstico;;01415001010045;CONGELADOR VERTICAL CV265L85WEM INFINITON;CV265L85WEM;0;1;1;0;2;No;330;330;649;;599;649;"0,384745762711864";"0,33338898163606";27/01/2026;30/01/2026;S;N;S;S;COLECCION;8445639003992;0;330;330;649
ALMACEN REPARACIONES;COMERCIANTES ELECTROD.CORDOBESES SA;INFINITON;00002 - Electrodomesticos;00006 - Gran Electrodoméstico;00002 - Frio;00003 - Combinados; -;Gran Electrodoméstico;;01415001010223;"COMBI INOX NO FROST , CLASIFICACION ENERGETICA E CAPACIDAD TOTAL 310 LITROS  FGC310C85XEP INFINITON";FGC310C85XEP;0;0;-2;0;-2;No;255;255;"475,07";;399;475;"0,350516765950281";"0,226691729323308";05/02/2026;15/01/2026;S;N;S;S;COLECCION;8445639004029;;0;0;0
ALMACEN REPARACIONES;COMERCIANTES ELECTROD.CORDOBESES SA;INFINITON;00002 - Electrodomesticos;00006 - Gran Electrodoméstico;00002 - Frio;00003 - Combinados; -;Gran Electrodoméstico;;01415001013286;FRIGORIFICO INFINITON COMBI 182X55 CLASE-E INOX 260 L DEFROST FGC260C85XEC;FGC260C85XEC;0;0;-1;0;-1;No;249;249;"388,94";;;;"0,225356096055947";"0,225356096055947";15/07/2025;22/09/2025;S;N;S;S;VENDER;8445639003541;;0;0;0
ALMACEN REPARACIONES;COMERCIANTES ELECTROD.CORDOBESES SA;INFINITON;00002 - Electrodomesticos;00006 - Gran Electrodoméstico;00002 - Frio;00003 - Combinados; -;Gran Electrodoméstico;;01415001014744;"FRIGORIFICO INFINITON COMBI 182 X 55 INOX CLASE-E LUZ LED, NS/T, 260 L,TECNOLOGÍA DEFROST CICLICO FGC262C80XEV";FGC262C80XEV;0;1;1;0;2;No;"224,1";"224,1";"358,99";;;;"0,244655839995543";"0,244655839995543";27/01/2026;27/01/2026;S;N;S;S;VENDER;;;"224,1";"224,1";"358,99"
ALMACEN REPARACIONES;COMERCIANTES ELECTROD.CORDOBESES SA;INFINITON;00002 - Electrodomesticos;00006 - Gran Electrodoméstico;00003 - Lavado;00001 - Lavadoras; -;Gran Electrodoméstico;;01415001010118;LAVADORA INFINITON 7KG 1200 RPM CLASE D INFINITON WMD72L;WMD72L;0;0;-1;0;-1;No;173;173;"322,3";;250;"322,3";"0,350511945392491";"0,16268";21/04/2025;13/08/2025;S;N;S;N;OFERTA;8445639002056;;0;0;0
ALMACEN REPARACIONES;COMERCIANTES ELECTROD.CORDOBESES SA;INFINITON;00002 - Electrodomesticos;00006 - Gran Electrodoméstico;00003 - Lavado;00001 - Lavadoras; -;Gran Electrodoméstico;;01415001010212;LAVADORA CARGA SUPERIOR INVERTER 8 KG 1300 RPM CLASE A TLWD83ABH INFINITON;TLWD83ABH;0;0;-3;0;-3;No;250;250;"465,75";;419;466;"0,350509930220075";"0,278042959427208";04/02/2026;04/02/2026;S;N;S;S;COLECCION;8445639003732;;0;0;0
ALMACEN REPARACIONES;COMERCIANTES ELECTROD.CORDOBESES SA;INFINITON;00002 - Electrodomesticos;00006 - Gran Electrodoméstico;00003 - Lavado;00001 - Lavadoras; -;Gran Electrodoméstico;;01415001010230;"LAVADORA 8KG, 1400 RPM, A INVERTER, BLANCA,  FUNCION VAPOR  WMS84ABL INFINITON";WMS84ABL;0;1;0;0;1;No;205;205;"372,9";;"335,61";"372,9";"0,334808259587021";"0,260898066207801";18/06/2025;18/08/2025;S;N;S;S;COLECCION;8445639004050;;205;205;"372,9"
ALMACEN REPARACIONES;COMERCIANTES ELECTROD.CORDOBESES SA;INFINITON;00002 - Electrodomesticos;00006 - Gran Electrodoméstico;00003 - Lavado;00001 - Lavadoras; -;Gran Electrodoméstico;;01415001013839;LAVADORA INFINITON 6 KG. 1000 RPM CLASE-D DISPLAY LOOK INOX (PLATA PINTADO) WMD61DPE;WMD61DPE;0;1;1;0;2;No;"170,1";189;"352,11";;269;"352,11";"0,350515463917526";"0,149851301115242";28/08/2025;10/12/2025;S;N;S;N;OFERTA;8445639001868;;"170,1";189;"352,11"
ALMACEN REPARACIONES;COMERCIANTES ELECTROD.CORDOBESES SA;INFINITON;00002 - Electrodomesticos;00006 - Gran Electrodoméstico;00003 - Lavado;00001 - Lavadoras; -;Gran Electrodoméstico;;01415001013890;LAVADORA INFINITON 6 KG 1200 RPM CLASE-A INVERTER DISPLAY  WMH61ABY;WMH61ABY;0;0;-1;0;-1;No;161;161;"299,95";;279;299;"0,350525087514586";"0,301756272401434";29/01/2026;27/01/2026;S;N;S;S;COLECCION;8445639005651;;0;0;0
ALMACEN REPARACIONES;COMERCIANTES ELECTROD.CORDOBESES SA;INFINITON;00002 - Electrodomesticos;00006 - Gran Electrodoméstico;00003 - Lavado;00001 - Lavadoras; -;Gran Electrodoméstico;;01415001015074;"LAVADORA INFINITON 8 KG 1400 RPM CLASE-A (-10%) BLANCO INVERTER FUNCION EASY PLAY, FUNCION VAPOR CARE, 15 PROGRAMAS, 84,7 X 60 X 52 CM WMF84AWH";WMF84AWH;0;1;0;0;1;No;180;180;"335,34";;279;335;"0,350509930220075";"0,219354838709677";11/02/2026;12/02/2026;S;N;S;S;COLECCIÓN Y FOLLETO;8445639006436;;180;180;"335,34"
ALMACEN REPARACIONES;COMERCIANTES ELECTROD.CORDOBESES SA;INFINITON;00002 - Electrodomesticos;00006 - Gran Electrodoméstico;00003 - Lavado;00001 - Lavadoras; -;Gran Electrodoméstico;;01415001015075;"LAVADORA INFINITON 10 KG 1400 RPM CLASE-A (-10%) BLANCO INVERTER FUNCION EASY PLAY, FUNCION VAPOR CARE, 15 PROGRAMAS, 84,7 X 60 X 57,7 CM WMF104AWH";WMF104AWH;0;1;1;0;2;No;210;210;469;;389;469;"0,458208955223881";"0,346786632390746";05/02/2026;06/02/2026;S;N;S;S;COLECCION;8445639006597;;210;210;469
ALMACEN REPARACIONES;COMERCIANTES ELECTROD.CORDOBESES SA;INFINITON;00002 - Electrodomesticos;00006 - Gran Electrodoméstico;00003 - Lavado;00002 - Lavavajillas; -;Gran Electrodoméstico;;01415001012680;LAVAVAJILLAS INFINITON INTEGRABLE 60 CLASE-E 7 PROG. 12 CUB.  DIWBB606;DIWBB606;0;0;-1;0;-1;No;215;215;"339,01";;;;"0,232618506828707";"0,232618506828707";10/02/2026;11/02/2026;S;N;S;S;VENDER;8445639002995;;0;0;0
ALMACEN REPARACIONES;COMERCIANTES ELECTROD.CORDOBESES SA;INFINITON;00002 - Electrodomesticos;00006 - Gran Electrodoméstico;00008 - Calentadores de Agua;00002 - Calentadores Electricos; -;Gran Electrodoméstico;;01415001012804;"TERMO INFINITON ELÉCTRICO VERTICAL DE AGUA, 80 LITROS, RESISTENCIAS ESMALTADAS, TEMPERATURA DE AGUA AJUSTABLE, CLASE ENERGETICA C, 80,5X 45 CM, 15 DB CAS2OV80D";CAS2OV80D;0;0;-1;0;-1;No;95;95;149;;;;"0,228523489932886";"0,228523489932886";30/01/2026;04/02/2026;S;N;S;S;VENDER;;;0;0;0
ALMACEN REPARACIONES;COMERCIANTES ELECTROD.CORDOBESES SA;INFINITON;00002 - Electrodomesticos;00011 - Electrónica de consumo;00001 - Televisión;00001 - Televisores;"00001 - Televisor menor de 32""";Electrónica de consumo;;01415001010111;"PANTALLA LED 40"" FHD ANDROID INTV40GS790 INFINITON";INTV40GS790;0;0;-1;0;-1;No;"138,91";139;249;;199;249;"0,324538152610442";"0,154824120603015";05/02/2026;05/02/2026;S;N;S;S;COLECCION;8445639004258;;0;0;0
ALMACEN REPARACIONES;COMERCIANTES ELECTROD.CORDOBESES SA;INFINITON;00002 - Electrodomesticos;00015 - Climatización;00001 - Climatización;00001 - Acondicionadores; -;Climatización;;01415001013814;ACONDICIONADOR INFINITON 3000 F. INVERTER A++ WIFI OPCIONAL SPTTC12A2;SPTTC12A2;0;0;-3;0;-3;No;189;"188,98";"368,57";;"269,11";"368,57";"0,379586510025233";"0,150288729515811";25/06/2025;22/08/2025;S;N;N;N;OFERTA;;0;0;0;0
ALMACEN REPARACIONES;COMERCIANTES ELECTROD.CORDOBESES SA;INFINITON;00002 - Electrodomesticos;00015 - Climatización;00001 - Climatización;00001 - Acondicionadores; -;Climatización;;01415001013818;"ACONDICIONADOR INFINITON 2200 F. A++ (GAS R32) INVERTER WIFI OPCIONAL 22-54 DB, MODO NOCTURNO SLEEP, PROGRAMACIÓN DE TEMPERATURA IFEEL, BOMBA DE CALOR, DESHUMIDIFICADOR, ANTI-HUMEDAD, INDICADOR DE TEMPERATURA EXTERNA POR LED SPTTC09A2";SPTTC09A2;0;0;-1;0;-1;No;"185,11";"187,71";369;;"267,33";369;"0,384473983739837";"0,150379306475143";17/07/2025;24/11/2025;S;N;N;N;OFERTA;SPTTC09A2;0;0;0;0
ALMACEN REPARACIONES;COMERCIANTES ELECTROD.CORDOBESES SA;INFINITON;00002 - Electrodomesticos;00015 - Climatización;00001 - Climatización;00001 - Acondicionadores; -;Climatización;;01415001013820;"ACONDICIONADOR INFINITON 2100 F. A++ (GAS R32) INVERTER WIFI INCLUIDO MODO NOCTURNO SLEEP, FILTRO ANTIBACTERIAS , GOLDEN FIN , RECUBRIMIENTO DE COBRE ANTI HUMEDAD Y ANTI CORROSION , AIR FLOW , DESHUMIDIFICADOR Y 22DB SPTSE09A2";SPTSE09A2;0;0;-4;0;-4;No;"185,25";"188,5";345;;309;345;"0,338884057971014";"0,261860841423948";06/02/2026;07/02/2026;S;N;S;S;COLECCION;;0;0;0;0
ALMACEN REPARACIONES;COMERCIANTES ELECTROD.CORDOBESES SA;INFINITON;00002 - Electrodomesticos;00015 - Climatización;00001 - Climatización;00001 - Acondicionadores; -;Climatización;;01415001013827;"ACONDICIONADOR INFINITON 3000 F. A++ (GAS R32) INVERTER WIFI INCLUIDO MODO NOCTURNO SLEEP, FILTRO ANTIBACTERIAS , GOLDEN FIN , RECUBRIMIENTO DE COBRE ANTI HUMEDAD Y ANTI CORROSION , AIR FLOW , DESHUMIDIFICADOR Y 22DB SPTSE12A2";SPTSE12A2;0;1;-2;0;-1;No;208;"208,32";"405,6";;353;"405,6";"0,378532544378698";"0,285928611898017";11/02/2026;12/02/2026;S;N;S;S;VENDER;;0;208;"208,32";"405,6"
ALMACEN REPARACIONES;COMERCIANTES ELECTROD.CORDOBESES SA;INFINITON;00002 - Electrodomesticos;00015 - Climatización;00001 - Climatización;00001 - Acondicionadores; -;Climatización;;01415001013830;"ACONDICIONADOR INFINITON 4500 F. A+++ INVERTER WIFI INCLUIDO RUIDO 22-53 DB, MODO NOCTURNO SLEEP, TEMPORIZADOR, PROGRAMACIÓN DE TEMPERATURA IFEEL, BOMBA DE CALOR, DESHUMIDIFICADOR, ANTI-HUMEDAD, INDICADOR DE TEMPERATURA EXTERNA POR LED, FILTRO ANTIBACTERI SPTWF18A2";SPTWF18A2;0;0;-1;0;-1;No;425;425;"688,5";;;;"0,253086419753086";"0,253086419753086";23/12/2025;10/02/2026;S;N;N;N;LIQUIDACION;;;0;0;0
ALMACEN REPARACIONES;COMERCIANTES ELECTROD.CORDOBESES SA;JATA;00001 - Muebles;00054 - Menaje;00001 - Servicio Cocina;00008 - Cafeteras; -;Menage;;01415001011424;CAFETERA INDUCCION BISTREA 6 TAZAS FONDO DIFUSOR INDUCCIÓN TOTAL.EXTERIOR PINTADO AL HORNO A 280 ºC. ASA MACIZA DISEÑO ESPECIAL ANTI-QUEMADURAS HCAF2406;HCAF2406;0;1;1;0;2;No;"12,6";"10,89";"19,06";;;;"0,308662119622246";"0,308662119622246";24/07/2025;;S;N;S;S;VENDER;8436584384731;;"12,6";"10,89";"19,06"
ALMACEN REPARACIONES;COMERCIANTES ELECTROD.CORDOBESES SA;KARCHER;00002 - Electrodomesticos;00007 - Pequeño Electrodoméstico;00003 - Hogar;00011 - Aspiradores; -;Pequeño Electrodoméstico;;01415001014241;ASPIRADOR KARCHER SE 3 COMPACT (1.081-530.0) LIMPIEZA INTERIOR - LIMPIEZA DE MOQUETAS Y TAPICERÍAS SE3COMPACT;SE3COMPACT;0;0;-1;0;-1;No;"112,4";"112,4";175;;;;"0,222834285714286";"0,222834285714286";16/12/2025;16/12/2025;S;N;N;S;NO COLECCION;;;0;0;0
ALMACEN REPARACIONES;COMERCIANTES ELECTROD.CORDOBESES SA;LG;00002 - Electrodomesticos;00006 - Gran Electrodoméstico;00002 - Frio;00001 - Frigorificos; -;Gran Electrodoméstico;;01415001011397;"FRIGORIFICO LG SIDE BY SIDE CLASE-E 1790 X 913 MM, 634L, INOX ANTIHUELLAS, INVERTER (10 A GARANTÍA), LINEAR COOLING, SMART DIAGNOSIS GSBC40PYPE";GSBC40PYPE;0;0;-1;0;-1;No;"665,56";"664,9";1049;;;;"0,233051477597712";"0,233051477597712";03/11/2025;10/11/2025;S;N;S;S;VENDER;8806096031421;;0;0;0
ALMACEN REPARACIONES;COMERCIANTES ELECTROD.CORDOBESES SA;LG;00002 - Electrodomesticos;00006 - Gran Electrodoméstico;00002 - Frio;00001 - Frigorificos; -;Gran Electrodoméstico;;01415001011398;"FRIGORIFICO LG SIDE BY SIDE CLASE-E 1790 X 913 MM, 634L, INOX DISPENSADOR (CON TOMA DE AGUA) INVERTER (10 A GARANTÍA), LINEAR COOLING, SMART DIAGNOSIS GSLC40PYPE";GSLC40PYPE;0;0;-3;0;-3;No;"815,56";"815,43";"1518,96";;1199;1518;"0,350430360246484";"0,177088990825688";30/12/2025;23/12/2025;S;N;S;S;COLECCIÓN Y FOLLETO;8806096031384;;0;0;0
ALMACEN REPARACIONES;COMERCIANTES ELECTROD.CORDOBESES SA;LG;00002 - Electrodomesticos;00006 - Gran Electrodoméstico;00002 - Frio;00001 - Frigorificos; -;Gran Electrodoméstico;;01415001012612;FRIGORIFICO LG AMERICANO 4 PUERTAS ANCHO 1787 X 835 X 730 MM  CLASE-E INOX 530 L. NF  INVERTER (10 A. MOTOR) GMB860PYDE;GMB860PYDE;0;1;0;0;1;No;"844,83";"832,61";"1300,53";;;;"0,225348050410217";"0,225348050410217";23/10/2025;23/10/2025;S;N;S;S;VENDER;8806087989472;;"844,83";"832,61";"1300,53"
ALMACEN REPARACIONES;COMERCIANTES ELECTROD.CORDOBESES SA;LG;00002 - Electrodomesticos;00006 - Gran Electrodoméstico;00002 - Frio;00003 - Combinados; -;Gran Electrodoméstico;;01415001011360;FRIGORIFICO LG COMBI 203 X 60 CLASE-E INOX TOTAL NF METAL FRESH DISPLAY EN PUERTA INVERTER (10 CLASE-A MOTOR) APERTURA 90 º BIG ZONE GBV5250EPY;GBV5250EPY;0;1;1;0;2;No;"452,33";"452,33";"706,54";;;;"0,225352704730093";"0,225352704730093";23/09/2025;13/10/2025;S;N;S;S;VENDER;8806087985078;;"452,33";"452,33";"706,54"
ALMACEN REPARACIONES;COMERCIANTES ELECTROD.CORDOBESES SA;LG;00002 - Electrodomesticos;00006 - Gran Electrodoméstico;00002 - Frio;00003 - Combinados; -;Gran Electrodoméstico;;01415001015452;FRIGORIFICO LG COMBI 203 X 70 X 675 MM CLASE-D INOX 462 L. INVERTER DOOR COOLING BIG ZONE GBBW322DPY;GBBW322DPY;0;0;-1;0;-1;No;"592,55";"592,55";1120;;949;1120;"0,359834375";"0,244483140147524";13/01/2026;13/01/2026;S;N;S;S;VENDER;;;0;0;0
ALMACEN REPARACIONES;COMERCIANTES ELECTROD.CORDOBESES SA;LG;00002 - Electrodomesticos;00006 - Gran Electrodoméstico;00003 - Lavado;00001 - Lavadoras; -;Gran Electrodoméstico;;01415001010192;LAVASECADORA 9/6 KG 1400RPM CLASE D F4DR6009A1W LG;F4DR6009A1W;0;0;-1;0;-1;No;"417,32";"415,01";"757,08";;629;757;"0,336711972314683";"0,201650079491256";10/02/2026;10/02/2026;S;N;S;S;COLECCIÓN Y FOLLETO;8806084564122;0;0;0;0
ALMACEN REPARACIONES;COMERCIANTES ELECTROD.CORDOBESES SA;LG;00002 - Electrodomesticos;00006 - Gran Electrodoméstico;00003 - Lavado;00001 - Lavadoras; -;Gran Electrodoméstico;;01415001011261;LAVADORA LG SECADORA 10/6 KG 1400 RPM CLASE-A LAVADO (-10%)/SECADO CLASE-D TURBO WASH 360 º VAPOR INVERTER DD F4DR6010A1W;F4DR6010A1W;0;0;-1;0;-1;No;"456,7";446;"807,59";;699;"807,59";"0,331764880694412";"0,227954220314735";21/01/2026;16/01/2026;S;N;S;S;COLECCION;8806084122353;;0;0;0
ALMACEN REPARACIONES;COMERCIANTES ELECTROD.CORDOBESES SA;LG;00002 - Electrodomesticos;00006 - Gran Electrodoméstico;00003 - Lavado;00002 - Lavavajillas; -;Gran Electrodoméstico;;01415001015717;LAVAVAJILLAS LG CLASE-C 14 CUBIERTOS 3ª BANDEJA  INOX ANTIHUELLAS DF355FP;DF355FP;0;1;0;0;1;No;"357,77";"357,77";559;;;;"0,225578354203936";"0,225578354203936";30/01/2026;20/01/2026;S;N;S;S;VENDER;8806084241221;;"357,77";"357,77";559
ALMACEN REPARACIONES;COMERCIANTES ELECTROD.CORDOBESES SA;LG;00002 - Electrodomesticos;00006 - Gran Electrodoméstico;00004 - Secado;00001 - Secadoras; -;Gran Electrodoméstico;;01415001014452;SECADORA LG 8 KG CLASE-D (ANTES A++) BOMBA CALOR CONDENSACION RHA1008NWK;RHA1008NWK;0;0;-1;0;-1;No;"368,24";"367,92";"692,28";;559;"692,27";"0,356931877275091";"0,203607871198569";10/02/2026;10/02/2026;S;N;S;S;COLECCION;;;0;0;0
ALMACEN REPARACIONES;COMERCIANTES ELECTROD.CORDOBESES SA;LG;00002 - Electrodomesticos;00011 - Electrónica de consumo;00001 - Televisión;00001 - Televisores;"00004 - Televisor entre 40"" y 49""";Electrónica de consumo;;01415001014270;"TELEVISOR LG 65"" (164) CM. QNED 4K 65QNED84A6C";65QNED84A6C;0;0;-1;0;-1;No;"547,08";"544,66";999;"415,85";579;999;"0,340301701701702";"-0,138235924006908";11/02/2026;11/02/2026;S;N;S;S;COLECCION;;;0;0;0
ALMACEN REPARACIONES;COMERCIANTES ELECTROD.CORDOBESES SA;LG;00002 - Electrodomesticos;00011 - Electrónica de consumo;00001 - Televisión;00001 - Televisores;"00004 - Televisor entre 40"" y 49""";Electrónica de consumo;;01415001014338;"TELEVISOR LG 65"" (164) CM. QNED EVO MINILED 4K 65QNED86A6A";65QNED86A6A;0;0;-1;0;-1;No;"594,84";"588,88";1329;"504,88";689;1329;"0,463848908954101";"-0,034172423802613";03/02/2026;12/02/2026;S;N;S;S;COLECCION;;;0;0;0
ALMACEN REPARACIONES;COMERCIANTES ELECTROD.CORDOBESES SA;LG;00002 - Electrodomesticos;00011 - Electrónica de consumo;00001 - Televisión;00001 - Televisores;"00007 - Televisor 75"" y 77""";Electrónica de consumo;;01415001014321;"TELEVISOR LG 75""  MINILED  75QNED86A6A";75QNED86A6A;0;0;-1;0;-1;No;"872,79";"838,21";1799;"732,21";999;1799;"0,436223401889939";"-0,015249349349349";14/01/2026;23/01/2026;S;N;S;S;COLECCION;;;0;0;0
ALMACEN REPARACIONES;COMERCIANTES ELECTROD.CORDOBESES SA;LG;00002 - Electrodomesticos;00015 - Climatización;00001 - Climatización;00001 - Acondicionadores; -;Climatización;;01415001011388;ACONDICIONADOR LG GREEN 2924 F.  A++/A+++ INVERTER (10 A. MOTOR) BOMBA DE CALOR DUAL SENSING AUTOLIMPIEZA Y FILTRO DUAL CONTROL ACTIVO DE ENERGIA BAJO NIVEL SONORO 22DB GREENLG12;GREENLG12;0;0;-4;0;-4;No;"307,34";"307,34";569;;529;569;"0,346429876977153";"0,297010586011342";11/02/2026;12/02/2026;S;N;S;S;COLECCION;GREENLG12;0;0;0;0
ALMACEN REPARACIONES;COMERCIANTES ELECTROD.CORDOBESES SA;LG;00002 - Electrodomesticos;00015 - Climatización;00001 - Climatización;00001 - Acondicionadores; -;Climatización;;01415001013449;ACONDICIONADOR LG CONFORT 3000 F. WIFI Y CONTROL POR VOZ A++/A+ 19 DB MOTOR INVERTER (10 A. MOTOR) REPLACE12X;REPLACE12X;0;0;-1;0;-1;No;"401,66";"394,55";749;;669;749;"0,362609479305741";"0,286389387144993";28/01/2026;30/01/2026;S;N;S;S;COLECCION;;;0;0;0
ALMACEN REPARACIONES;COMERCIANTES ELECTROD.CORDOBESES SA;MITSUBISHI;00002 - Electrodomesticos;00015 - Climatización;00001 - Climatización;00001 - Acondicionadores; -;Climatización;;01415001011787;ACONDICIONADOR MITSUBISHI CONDUCTOS (R32) 8100 F. CLASE A/A (CON MANDO PAR41MAA - PROGRAMABLE) MGPEZ100VJA40;MGPEZ100VJA40;0;0;-1;0;-1;No;"1777,23";"1777,23";"2879,06";;;;"0,253072773752544";"0,253072773752544";10/10/2025;27/10/2025;S;N;S;S;VENDER;MGPEZ100VJA40;;0;0;0
ALMACEN REPARACIONES;COMERCIANTES ELECTROD.CORDOBESES SA;MITSUBISHI;00002 - Electrodomesticos;00015 - Climatización;00001 - Climatización;00001 - Acondicionadores; -;Climatización;;01415001011847;"ACONDICIONADOR MITSUBISHI 3010 F INVERTER A+++/A+++ 18 DB. WIFI INCLUIDO, FILTRO PLASMA QUAD PLUS FUNCIÓN NOCHE.  MSZAY35VGKP";MSZAY35VGKP;0;0;-1;0;-1;No;620;620;1209;;"882,88";1209;"0,379487179487179";"0,150280898876404";11/06/2025;15/07/2025;S;N;S;N;OFERTA;MSZAY35VGKP;0;0;0;0
ALMACEN REPARACIONES;COMERCIANTES ELECTROD.CORDOBESES SA;MITSUBISHI;00002 - Electrodomesticos;00015 - Climatización;00001 - Climatización;00001 - Acondicionadores; -;Climatización;;01415001011850;"ACONDICIONADOR MITSUBISHI 2150F. ( R32 ) INVERTER A++/A+++ WIFI OPCIONAL, FILTRO PURIFICADOR , CONEXIÓN FRIGORÍFICA 1/4 Y 3/8 ,MEDIDAS UNIDAD INTERIOR; 29X79,9X23,2CM MSZDW25VF";MSZDW25VF;0;0;-1;0;-1;No;415;"414,46";"808,2";;"528,02";"808,2";"0,379489482801287";"0,050231809401159";06/05/2025;26/05/2025;S;N;N;N;LIQUIDACION;MSZDW25VF;;0;0;0
ALMACEN REPARACIONES;COMERCIANTES ELECTROD.CORDOBESES SA;MITSUBISHI;00002 - Electrodomesticos;00015 - Climatización;00001 - Climatización;00001 - Acondicionadores; -;Climatización;;01415001011879;ACONDICIONADOR MITSUBISHI MULTI SPLIT 2250 + 3000 F. A++/A+++ WIFI OPCIONAL MXZDW2535E50VF;MXZDW2535E50VF;0;0;-1;0;-1;No;"1183,75";"1183,75";"2308,32";;"1970,94";"2308,32";"0,379489195605462";"0,273271890569982";25/06/2025;18/07/2025;S;N;S;S;COLECCION;;0;0;0;0
ALMACEN REPARACIONES;COMERCIANTES ELECTROD.CORDOBESES SA;MITSUBISHI;00002 - Electrodomesticos;00015 - Climatización;00001 - Climatización;00001 - Acondicionadores; -;Climatización;;01415001012513;"ACONDICIONADOR MITSUBISHI MULTI SPLIT 2150 + 2150 F. A++/A++ WIFI OPCIONAL, FILTRO PURIFICADOR MXZDW2525E40VF";MXZDW2525E40VF;0;1;1;0;2;No;"1067,9";"1067,9";"1615,73";;1329;"1615,73";"0,200263038997852";"0,027720842738901";23/09/2025;18/09/2025;S;N;N;N;LIQUIDACION;;;"1067,9";"1067,9";"1615,73"
ALMACEN REPARACIONES;COMERCIANTES ELECTROD.CORDOBESES SA;MITSUBISHI;00002 - Electrodomesticos;00015 - Climatización;00001 - Climatización;00001 - Acondicionadores; -;Climatización;;01415001013428;"ACONDICIONADOR MITSUBISHI 3612 F. A++/A+++, WIFI INCLUIDO 24DB,FILTRO PURIFICADOR CONEXIÓN FRIGRIFICA 1/4 Y 3/8 O 1/2, MEDIDAS; UNIDAD INTERIOR ALXANXFO  28 X83,8 X 22,8 CM MSZHR42VFK";MSZHR42VFK;0;0;-1;0;-1;No;640;640;"1036,8";;;;"0,253086419753086";"0,253086419753086";03/02/2026;07/02/2026;S;N;S;S;VENDER;;;0;0;0
